,Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
3626,Meadowsweet Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07SQGT6BS,Herbal Kingdom,9.99,,0,348862,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,06-07-2019
3627,(2 Pack) - Dragonfly Tea - Organic Mountain Honeybush Tea | 20 sachet | 2 PACK BUNDLE,B00URRHQ80,Dragonfly Tea,9.07,,0,350620,2.93,1,,,4,0,Superfood Market,Drinks,Standard Parcel,MFN,5.5x6.9x2.9,0.18,3/16/2015
3628,Elderberry Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07G9M13WR,Herbal Kingdom,9.99,,0,352823,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,08-08-2018
3629,"English Tea Shop Organic Honeybush Acai Berry Punch (Pack of 6 Tins, Total 600g)",B07HS8MNBS,English Tea Shop,,,,360983,,1,,,4,0,Amazon,Drinks,Large Oversize,AMZ,7.8x11.3x5.0,3.44,10/25/2018
3630,English Tea Shop - Honeybush Acai Berry Punch - 20 Sachets - 30g,B00U6Q9NFG,English Tea Shop,,,,367964,,1,5,10,1,0,,Drinks,Standard Parcel,FBA,3.4x5.6x2.9,0.15,11/18/2015
3631,Organic Honeybush Tea 2kg - Premium Loose Leaf Tea - Free UK Delivery,B07L51GJ6X,Hatton Hill Organic,56.7,,0,374119,12.82,1,,,4,0,Hatton Hill,Drinks,,MFN,,4.41,10-02-2017
3632,Honeybush Tea - Luxury Loose-Leaf Redbush - Caffeine-Free - 40g-60g,B06WD1J57F,Mr. Tea Luxury Teas,6.18,,0,374614,,1,,,1,0,,Drinks,,MFN,,,02-10-2017
3633,Cleavers Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07NGPRV28,Herbal Kingdom,9.99,,0,379966,,1,3,1,3,0,HerbalKingdom,Drinks,,MFN,,,02-07-2019
3634,Alfalfa Leaf Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07NTXQSWQ,Herbal Kingdom,9.99,,0,380211,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,2/17/2019
3635,Lemon Balm Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07GBFPF2B,Herbal Kingdom,9.99,,0,385471,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,08-09-2018
3636,"Kromland Organic Rooibos Honeybush Tea (Pack of 4, Total 160 Bags)",B015AI2OK0,Kromland,,,,387963,,1,1,1,6,0,Amazon,Drinks,Large Oversize,AMZ,5.0x11.5x4.3,1.28,7/29/2015
3637,Lemongrass Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07JLMPMMZ,Herbal Kingdom,9.95,,0,389437,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,10/23/2018
3638,Horsetail Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07DH9FKG8,Herbal Kingdom,9.99,,0,393854,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,06-03-2018
3639,English Tea Shop Organic Fairtrade Honeybush Acai Berry Punch 30 g (Pack of 6),B017YNDM3W,English Tea Shop,,,,394422,,1,5,3,6,0,,Drinks,Standard Parcel,,3.4x6.9x2.0,0.13,09-05-2018
3640,The East India Company - Cape Colony Honeybos Herbal Tea Infusion 100g,B092KCWWTW,THE EAST INDIA COMPANY,,,,403366,,1,,,4,0,,Drinks,Small Oversize,FBA,5.0x8.2x1.3,0.25,4/14/2021
3641,Caffe Bene Cafe Citron Tea with Sugar and Sweetener 580g,B077NTRBHD,Caffe Bene,,,,406696,,1,,,1,0,,Drinks,Large Oversize,,5.1x8.2x3.8,2.07,11/22/2017
3642,Dandelion Root Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07D9PD1R4,Herbal Kingdom,9.99,,0,407778,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,5/25/2018
3643,English Tea Shop Organic Super Berries - 20 Pyramid Tea Bag Sachets,B06WCZCGWV,English Tea Shop,,,,409407,,1,3,2,3,0,Amazon,Drinks,Standard Parcel,AMZ,3.9x5.8x3.4,0.22,02-09-2017
3644,"Positivitea Connect Chamomile Honeybush Lavender Valerian Teabags, Pack of 7",B01MUA0T7Y,Positivitea,,,,412159,,1,,,7,0,,Drinks,Large Oversize,MFN,8.0x15.5x3.5,0.88,01-11-2017
3645,Parsley Leaf Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07DGSM4W5,Herbal Kingdom,9.99,,0,415863,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,06-02-2018
3646,Nettle Leaf Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07DFLTLVX,Herbal Kingdom,9.99,,0,418135,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,5/31/2018
3647,Sheep's Sorrel Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07SRHFKVR,Herbal Kingdom,11.65,,0,421949,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,06-07-2019
3648,Linden Flower Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07N1VNP5T,Herbal Kingdom,10,,0,425619,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,1/23/2019
3649,Hawthorn Berry Organic Herbal Blend Infusion (Dooars Green Tea - 25 Tea Bags - Unbleached),B07MYKQCHD,Herbal Kingdom,9.99,,0,431632,,1,,,3,0,HerbalKingdom,Drinks,,MFN,,,1/20/2019
3650,Nothing But Tea Honey Bush Malaika 500 g,B00LX8OUWW,Nothing but Tea,40.3,,0,435125,8.66,2,,,5,0,Nothing but Tea Ltd,Drinks,Large Oversize,MFN,7.3x12.1x2.6,1.19,7/15/2014
3651,"Wildharvest Honeybush, Organic Loose Leaf Herbal Tea, 100g Tin by Chateau Rouge Fine Foods",B00NTDTBIM,Chateau Rouge,,,,440305,,1,4,2,2,0,,Drinks,Small Oversize,,2.6x5.7x2.5,0.31,8/15/2017
3652,Neem Leaf Herbal Blend Infusion (Doublemint - 25 Tea Bags - Unbleached),B07SRJ7LYN,Herbal Kingdom,9.99,,0,445006,,1,,,4,0,HerbalKingdom,Drinks,,MFN,,,06-07-2019
3653,"GINGEN Instant Ginger Tea with Honey, 216 g",B0050O7TQY,Gingen,,,,454658,,1,,,3,0,,Drinks,Large Oversize,,4.4x5.7x2.9,0.66,10/30/2020
3654,"Clipper Teas Organic Rooibos 40 Teabags, 90 g",B085YWJ2B3,Clipper,2.99,455,1360,2884,,3,5,127,9,8,Amazon,Drinks,Large Letter,AMZ,3.5x3.5x0.8,0.04,03-06-2020
3655,(4 Pack) - Dragonfly Tea - Earl Grey Rooibos Tea | 40 Bag | 4 Pack Bundle,B00V6I0B5O,Dragonfly Teas,11.92,351,4184,5311,4.32,7,5,260,1,0,Unified Retail,Drinks,Large Oversize,FBA,6.2x11.2x3.9,1.3,10/19/2012
3656,Tick Tock Original Rooibos Tea Bags (80) - Pack of 2,B01124PQEM,Tick Tock,11.9,296,3522,7621,4.32,8,5,237,4,3,SuperfoodUK,Grocery,Large Oversize,FBA,8.3x11.6x2.8,1.01,07-06-2015
3657,"English Tea Shop -Rooibos 20 Tea Bag Sachets, 40 g",B00C9V01VG,English Tea Shop,2.22,328,728,8278,2.37,2,5,585,1,0,Amazon,Drinks,Standard Parcel,AMZ,3.3x5.1x2.6,0.18,03-06-2017
3658,Teapigs Honeybush and Rooibos Tea Bags Made With Whole Leaves (1 Pack of 50 Tea Bags) & Chamomile Tea Made With Whole Flowers (1 Pack of 50 Tea Bags),B096VBS2RF,Tea Pigs,20.38,203,4137,8851,,1,5,245,7,0,Amazon,Drinks,,AMZ,,,06-08-2021
3659,"Tetley Redbush 40 Teabags 100 G (pack Of 6, Total 240 Teabags)",B005DKVK4M,Tetley,11.95,86,1028,7050,4.38,5,5,129,8,5,Tea House Direct,Drinks,Large Oversize,FBA,5.7x16.5x4.4,1.9,7/20/2011
3660,"English Tea Shop Organic Fairtrade Peppermint Fairtrade, 100g & Organic Fairtrade Green Tea, 100g",B0978G9HJM,English Tea Shop,12.7,120,1524,8722,,1,5,648,5,3,Amazon,Grocery,,AMZ,,,6/15/2021
3661,Teapigs Rooibos Crème Caramel Tea Bags Made With Whole Leaves (1 Pack of 15 Tea Bags) & Apple and Cinnamon Tea Bags Made With Whole Fruit Pieces (1 Pack of 15 Tea Bags),B096V9XLY6,Tea Pigs,9,124,1116,16846,,1,5,206,7,0,Amazon,Drinks,,AMZ,,,06-08-2021
3662,Booch & Brew presents Hip Pop Kombucha – Mixed Case of Mind Blowing Vegan Flavours – 12 x 300ml Authentic Fermented Kombucha Drink Non Alcoholic Drinks Gift Set – Organic Kombucha Tea Drink,B07V9P2GZB,Booch & Brew,27.99,87,2435,14720,,2,5,398,6,0,Booch & Brew,Drinks,Large Oversize,MFN,9.8x12.6x9.8,13.67,7/15/2019
3663,"Dragonfly Tea Cape Malay Chai, Organic Spiced Rooibos, 20 Teabags (Pack of 4, 80 Teabags)",B00835OP0A,Dragonfly,9.99,192,1918,9593,3.15,10,5,138,3,3,SuperfoodUK,Drinks,Large Oversize,FBA,5.9x11.2x3.3,0.86,4/21/2012
3664,"Dragonfly Tea Organic Rooibos Naturally Caffeine Free Tea 40 Teabags Pack of Teabags, Vanilla, 160 Count, (Pack of 4)",B08XD2ZN7C,Dragonfly,10.2,76,775,11016,4.05,5,5,21,2,4,,Drinks,Large Oversize,AMZ,6.3x11.3x3.8,1.3,2/18/2021
3665,"Teapigs Honeybush & Rooibos Loose Tea Made with Whole Leaves (1 Pack of 250g Loose Tea), 1212",B07VGKJ777,Tea Pigs,7.5,98,735,14064,2.82,1,5,74,4,0,Amazon,Drinks,Large Oversize,AMZ,7.1x11.2x2.8,0.6,07-03-2019
3666,"Clipper Organic Redbush 80 Unbleached Tea Bags, 180g",B003ORSSXC,Clipper Tea,6.35,317,2013,15354,2.88,4,5,219,14,10,Amazon,Drinks,Small Oversize,MFN,5.7x6.8x2.9,0.51,06-07-2010
3667,"Tick Tock Rooibos Tea, 80 Teabags, Pack of 4, 320 Teabags",B08XD39LPT,Tick Tock,15.16,48,728,13387,4.98,2,5,15,5,1,Amazon,Drinks,Large Oversize,AMZ,6.4x15.3x5.6,2.27,2/18/2021
3668,"Tetley Redbush Pure Tea Bags, Pack of 6, 40-Count",B078H3DF7Z,Tetley,9.99,194,1938,20418,3.32,2,5,229,6,4,,Drinks,Large Oversize,FBA,5.6x16.5x4.4,1.9,11/27/2017
3669,"Teapigs Organic Honey Bush and Rooibos Tea 15 Teabags, 81576",B0037AYKJ2,Tea Pigs,4.15,116,481,22956,2.54,1,5,146,6,0,Amazon,Drinks,Standard Parcel,AMZ,3.2x7.0x1.8,0.15,02-05-2010
3670,"Newby Teas Rooibos Orange, 25 Teabags",B00MGJJ798,Newby Teas UK,4.5,111,500,20488,3.31,1,5,84,3,1,Amazon,Drinks,Small Oversize,AMZ,3.2x5.6x2.8,0.26,1/16/2018
3671,Freshpak Rooibos Tea - 80 Tea Bags (2 Pack 160 bags),B00IGW30CO,Freshpak,13.6,62,843,18400,,2,5,119,1,5,SOUTH AFRICAN FOODS,Drinks,,MFN,,,6/16/2015
3672,"Dragonfly Rooibos Vanilla 40 Tea Bags (Pack of 4, Total 160 Teabags)",B00836SLT0,Dragonfly Rooibos Vanilla,14.63,123,1799,17079,4.74,8,5,185,1,0,Revive Medicare,Drinks,Large Oversize,FBA,6.2x11.3x3.8,1.3,4/16/2012
3673,Tick Tock Organic Rooibos Loose Leaf Tea 100g (Pack of 10),B0069NUP52,Tick Tock,27.99,47,1316,14942,6.94,3,5,109,9,0,SuperfoodUK,Drinks,Large Oversize,FBA,12.8x16.0x3.3,2.67,11/17/2011
3674,Good Earth - Rooibos Chai Loose Leaf Tea - Naturally Caffeine Free – Herbal Tea - Pack of 6 x 80g Box,B08DL5CRX3,Good Earth,20.39,65,1325,17509,7.76,1,4,39,5,0,,Drinks,Large Oversize,AMZ,5.1x18.7x3.1,2.03,7/24/2020
3675,Tick Tock - Earl Grey Rooibos Tea - 40 bags x 4,B019A57R8I,Tick Tock,13.53,85,1150,21309,4.58,17,5,43,2,3,SuperfoodUK,Drinks,Large Oversize,FBA,5.9x11.5x3.7,1.07,08-06-2014
3676,Good Earth - Rooibos Chai Tea - Naturally Caffeine Free – Herbal Tea - Pack of 5 x 15 Biodegradable Teabags,B08DL4Y7KD,Good Earth,14.41,79,1138,17172,4.53,3,5,15,8,0,,Drinks,Large Oversize,AMZ,6.3x11.3x3.4,0.79,7/24/2020
3677,Organic Rooibos (Redbush) Premium Loose Leaf Herbal Tea - Chiswick Tea Co - 1kg (4 x 250g Bags),B00BD3IF3C,Chiswick Tea Co,38.9,40,1556,18621,,1,5,62,3,0,CMGT,Drinks,,MFN,,,02-08-2013
3678,"Tick Tock Rooibos Vanilla Tea, 40 Teabags (Pack of 4, 160 Teabags)",B0069NTMC4,Tick Tock,13.95,31,432,18737,4.63,3,5,61,5,0,THE SOLE BOX,Drinks,Large Oversize,FBA,4.6x14.3x4.4,1.06,12/20/2019
3679,"English Tea Shop Chocolate, Rooibos & Vanilla, 20 Tea Bag Sachets Pack of 3",B0083TQW3E,English Tea Shop,9.02,43,388,19808,3.07,2,5,110,10,0,Zenox Health,Drinks,Small Oversize,MFN,5.7x8.3x3.7,0.53,05-09-2012
3680,Tea People Organic Luxury Rooibos - 100g Loose tea pack,B00P2MU7DQ,Tea People,5.15,24,124,16506,2.6,1,5,11,6,0,Amazon,Drinks,Standard Parcel,AMZ,3.3x6.9x2.2,0.02,10/28/2014
3681,Tea People Organic Vanilla Rooibos Loose Tea Caddy 125g,B00P2MVK6Y,Tea People,9.25,23,213,32703,3.08,1,5,13,6,0,Amazon,Drinks,Large Oversize,AMZ,3.9x6.1x3.9,0.55,10/28/2014
3682,"JustIngredients Essentials Rooibos Tea, 1 kg",B00I9X3N0Y,JustIngredients,27.98,49,1371,23244,6.94,1,5,143,3,-1,Amazon,Drinks,Large Oversize,AMZ,8.6x12.0x2.1,2.25,02-03-2014
3683,Birchall Redbush - 15 Plastic-Free Prism Tea Bags,B07S3RZXTY,Birchall Tea,3.39,37,125,33965,2.49,1,4,32,4,0,Amazon,Drinks,Standard Parcel,AMZ,3.2x5.9x1.7,0.13,05-08-2019
3684,Mission – Perform Tea | Yerba Mate Tea with Lemongrass & Mint|10 x Pyramid Tea Bags,B07DXS5YZD,Mission Fuelling Extraordinary,7.5,60,450,31245,2.82,1,4,64,7,0,Mission Tea,Drinks,Large Envelope,FBA,4.7x7.9x1.6,0.09,2/21/2018
3685,The Tea Masters Loose Leaf Tea - Rooibos (Redbush) (1x250g),B076VHSC39,Coffee Masters,11.25,33,371,26535,4.04,2,5,45,7,1,Coffee Masters UK,Drinks,Small Oversize,FBA,4.3x7.5x2.6,0.44,10/25/2017
3686,"Tick Tock Rooibos Vanilla Tea, 40 Teabags, Pack of 4, 160 Teabags",B08XD1NM96,Tick Tock,8.8,40,352,23991,3.22,1,5,16,5,3,Amazon,Drinks,Large Oversize,AMZ,6.5x11.4x3.8,1.12,2/18/2021
3687,Tea People Organic Luxury Rooibos Loose Tea Caddy 125g,B00P2MU7F4,Tea People,8.95,31,277,41677,3.06,1,5,11,4,1,Amazon,Drinks,Large Oversize,AMZ,3.9x5.5x3.2,0.62,10/29/2014
3688,"Dragonfly Organic Earl Grey Rooibos, Naturally Caffeine Free Tea, 40 Count, Pack of 4",B08XD35ZSL,Dragonfly,10.2,60,612,28380,4.05,5,5,15,2,4,,Drinks,Large Oversize,AMZ,6.4x11.4x3.8,1.3,2/18/2021
3689,Tick Tock Organic Loose Leaf 100g (Pack of 3),B073CRRKRB,Tick Tock,9.99,47,470,30273,3.15,3,5,88,4,0,SuperfoodUK,Drinks,Large Oversize,FBA,10.1x10.2x3.3,0.77,6/26/2017
3690,(Pack Of 6) - Rooibos Earl Grey | DRAGONFLY TEAS,B01A77EK74,Dragonfly Teas,17.99,36,648,59302,5.25,4,5,41,1,0,Revive Medicare,Drinks,Large Oversize,MFN,10.3x14.7x4.6,1.94,3/25/2015
3691,"Der-Franz - Chamomile Tea ""Calm Chamomile"" in Whole Leaves, 250 g",B07Y5J569B,Der-Franz,6.11,25,153,33398,2.83,1,4,579,5,2,Amazon,Drinks,Large Oversize,AMZ,7.4x11.3x3.7,0.61,11-05-2019
3692,Tick Tock Earl Grey Rooibos Tea 40 Tea Bags,B095BYQLCW,Tick Tock,2.75,,,,,1,,,,0,,Drinks,,AMZ,,,10/22/2021
3693,"Tetley Redbush Tea, Pack of 3, 120 Tea Bags Total",B019C99BJ0,Tetley,11.2,48,538,35547,4.05,3,5,58,6,5,KOMA,Drinks,Large Oversize,FBA,5.9x12.6x3.0,0.86,11-04-2015
3694,"Tick Tock Rooibos Earl Grey 40 Teabags, TICEARU17",B00N869MKM,Tick Tock,6.24,73,456,41739,2.7,15,5,328,3,2,Forde Retail,Drinks,Small Oversize,FBA,3.6x5.9x2.8,0.26,09-01-2014
3695,"Eleven O'Clock Original Rooibosch Tea, Organic Redbush, 40 Teabags, 160 Teabags, (Pack of 4)",B08XD38VZJ,Eleven O'Clock,11,28,308,35131,4.18,2,5,9,2,0,,Drinks,Large Oversize,AMZ,6.3x11.4x3.9,1.32,2/18/2021
3696,"Tick Tock Organic Rooibos Tea, 40 Teabags (Pack of 4, 160 Teabags)",B0751DRV8W,Tick Tock,13.2,55,726,24400,3.32,4,5,52,1,0,SuperfoodUK,Drinks,Large Oversize,FBA,4.6x14.3x4.6,1.28,11-05-2010
3697,Freshpak Rooibos - 40 Teabags,B003N7WNV6,Freshpak,2.8,22,62,33787,2.42,1,5,75,9,0,Your South African Shop,Drinks,Small Oversize,MFN,3.4x5.4x2.8,0.31,6/18/2010
3698,Tick Tock Organic Green Rooibos 40 Bags (Pack of 3),B06XRD75S1,Tick Tock,10.19,22,224,39962,,4,5,19,1,0,Revive Medicare,Grocery,,MFN,,,6/22/2020
3699,Organic Rooibos (Red Bush) Tea (50g Taster Pack),B0075KJFT0,The Tea Makers of London,4,18,72,37526,1.84,1,4,67,1,0,The Tea Makers of London,Drinks,Standard Parcel,MFN,1.2x4.7x0.8,0.11,02-04-2012
3700,Organic Rooibos Loose Leaf Tea 50g by Hatton Hill Organic - Free UK Delivery,B07HL8T9RC,Hatton Hill Organic,8.3,,0,332719,2.14,1,4,1,4,0,Hatton Hill,Drinks,,MFN,,0.11,10-02-2017
3701,"Twinings Inner Peace Sweet Fig and Rooibos Tea with Ashwaganda , 72 Tea Bags (Multipack of 4 x 18 Teabags)",B095RWD6YR,Twinings,12.07,27,326,58948,4.45,1,5,2,5,0,Amazon,Drinks,Large Oversize,AMZ,5.3x11.1x3.3,0.75,5/25/2021
3702,"Tea-Direct Rooibos Vanilla Loose Leaf Tea, 125 g",B07CSZJH7Q,Tea-Direct,8.99,5,45,108367,2.94,1,5,2,3,0,Amazon,Drinks,Small Oversize,AMZ,5.1x8.1x2.0,0.31,05-01-2018
3703,Tetley Redbush Tea Bags - 40's (3),B01M1G910J,Tetley,5.49,19,104,42366,3.17,3,5,7,1,0,Tea House Direct,Grocery,Large Oversize,MFN,5.4x12.5x2.7,0.82,05-11-2019
3704,(4 PACK) - Clipper - Organic Infusion Redbush | 80 Bag | 4 PACK BUNDLE,B00V6HA8XK,Clipper,16.54,10,165,40948,4.75,3,5,20,3,0,Best4Deals,Drinks,Small Oversize,MFN,5.9x7.9x2.0,0.44,9/16/2015
3705,"Good Leaf Tea – Belgian Chocolate Rooibos - Loose Leaf Red Bush – Organic Compliant Natural Flavours, Real Chocolate & Calendula Petals– Relax, Herbal, Caffeine Free - 20g or 80g in stay-fresh pouch",B08V5LQJ8K,Good Leaf Tea,3.95,6,24,79970,1.98,2,,,8,0,North Starlet,Drinks,Standard Parcel,MFN,5.1x6.7x1.0,0.12,1/22/2021
3706,"The Exotic Teapot - Rooibos Orange Eucalyptus, 150g Tin, Redbush Tea, Caffeine Free Infusion",B00MP9VR7O,The Exotic Teapot,10.95,9,99,96260,4.01,1,4,16,3,0,Exotic Teapot,Drinks,Large Oversize,FBA,3.0x7.5x3.0,0.64,8/13/2014
3707,"Tick Tock Organic Green Rooibos Tea, 40 Count, Pack of 4",B08XD3835F,Tick Tock,14.73,32,471,41023,4.61,2,5,2,5,0,Quasaro,Drinks,Large Oversize,MFN,6.5x11.4x3.8,1.08,2/18/2021
3708,"Tick Tock Organic Rooibos Green Loose Leaf, 100 g, Pack of 6",B08XD25VRD,Tick Tock,13.77,6,83,75621,4.61,2,5,1,5,0,,Drinks,Large Oversize,AMZ,6.5x7.8x6.4,1.76,2/18/2021
3709,Rooibos Matcha Powder (Decaf/No Caffeine) 20g by PureChimp - Compostable/Biodegradable Pouch,B08NC3FQV3,PureChimp,4.95,14,69,44063,,2,4,5,5,0,PureChimp,Drinks,Large Letter,FBA,3.4x5.0x0.7,0.04,11-12-2020
3710,"T2 Tea Sticky Date Delight Rooibos Loose Leaf Rooibos in a Box 100g, Caramel, 100 Gram, Pack of 1",B085Z1YHMX,T2 Tea,8,36,288,47066,2.84,1,4,51,4,0,Amazon,Drinks,Small Oversize,AMZ,3.3x3.3x3.3,0.26,03-10-2020
3711,Mission - Recover Tea | Rooibos Tea with Berry & Ashwagandha | 10 x Pyramid Tea Bags,B07DXVCLH6,Mission Fuelling Extraordinary,7.5,30,225,45181,2.79,1,5,30,7,0,Mission Tea,Drinks,Standard Parcel,FBA,5.1x8.1x2.3,0.11,2/21/2018
3712,"Tetley Redbush Vanilla Tea, Pack of 40 Tea Bags",B007P6BULA,Tetley,4.37,,0,40096,,2,,,1,0,VIMIX,Drinks,,MFN,5.1x6.3x2.8,,3/27/2012
3713,"Tea People Choco Mint Rooibos, 2 Kg Loose Tea",B01I2ASJU2,Tea People,64,14,896,48136,13.93,2,4,22,3,0,Tea People Ltd,Drinks,Large Oversize,MFN,7.8x13.3x4.6,4.5,07-06-2016
3714,"Der-Franz - Chamomile Tea ""Calm Chamomile"" in Pyramid Tea Bags, 30 x 2.5 g",B07Y5JKQ88,Der-Franz,8.49,23,195,49623,2.88,1,4,416,5,0,Amazon,Drinks,Small Oversize,AMZ,3.7x7.8x3.7,0.28,11-05-2019
3715,"Tick Tock Rooibos Vanilla Tea 40 Tea Bags (Pack of 1, Total 40 Teabags)",B075XS627Q,Tick Tock Vanilla Rooibos,7.08,14,99,36251,3.24,1,4,5,2,0,Superfood Market,Drinks,Large Oversize,MFN,8.4x10.2x6.9,2.87,8/21/2017
3716,English Tea Shop Organic Rooibos Chocolate Vanilla Round Gift Tin - 15 Pyramid Tea Bags Each (Pack of 2),B0083TQCDY,English Tea Shop,9.4,13,122,50866,3.1,1,5,13,8,0,Amazon,Drinks,Large Oversize,AMZ,4.8x7.2x2.3,0.53,05-09-2012
3717,"Tick Tock Organic Rooibos Loose Leaf, 100 g, Pack of 6",B08XCZ6XQP,Tick Tock,15,8,120,41324,4.8,6,5,1,5,0,,Drinks,Large Oversize,AMZ,6.5x7.8x6.4,1.74,2/18/2021
3718,"Red Espresso - Chai Rooibos Tea Pods (10 Capsules), Nespresso Compatible, 100% Natural, Vegan, Gluten Free, No Added Sugar",B07Y5Q52KN,Red Espresso,6.49,7,45,126454,2.74,1,4,18,5,0,Brewoclock,Drinks,Standard Parcel,FBA,3.6x5.9x1.7,0.2,7/30/2019
3719,"Tick Tock Organic Rooibos Tea, 80 Teabags, Pack of 4, 320 Teabags",B08XD3KF2K,Tick Tock,22.78,3,68,47647,6.15,2,,,5,0,Quasaro,Drinks,Large Oversize,MFN,6.3x15.2x5.6,2.27,2/18/2021
3720,"T2 Tea - Sticky Honey Rooibos Tea, Loose Leaf Rooibos Tea in Resealable Bag, 250g, 8.8oz (Pack of 1)",B086WNRBQF,T2 Tea,14,21,294,53850,4.34,1,4,18,5,0,Amazon,Drinks,Large Oversize,AMZ,2.8x6.7x1.3,0.57,4/28/2020
3721,(10 PACK) - Dragonfly Tea - Earl Grey Rooibos Tea | 40 Bag | 10 PACK BUNDLE,B00V6I04FG,Dragonfly Teas,28.86,26,750,56602,7.32,8,5,18,1,0,SuperfoodUK,Drinks,Large Oversize,MFN,9.9x12.4x9.6,3.53,9/16/2015
3722,Kettle Leaf - 100g - Rooibos (Red Bush) Tea - Earl Grey - Loose Leaf Herbal Tea - Caffeine Free,B091P6PSH3,Kettle Leaf,6.99,12,84,56879,2.78,1,5,2,7,0,Kettle Leaf,Drinks,Small Oversize,FBA,3.5x7.6x1.2,0.24,04-04-2021
3723,"T2 Tea - Red Green & Dreamy, Loose Leaf Rooibos Tea, Green Rooibos, Gift Cube, 100g, 3.5oz",B086T56GN8,T2 Tea,8,9,72,55343,2.84,1,5,8,4,0,Amazon,Drinks,Standard Parcel,AMZ,3.5x3.5x3.5,0.18,05-04-2020
3724,Dragonfly Tea Organic Cape Malay Rooibos Chai (20) - Pack of 2,B01124MBP4,Dragonfly Teas,7.32,,0,55123,2.78,4,5,2,1,0,Best4Deals,Drinks,Small Oversize,MFN,5.7x6.0x3.2,0.31,07-06-2015
3725,"Tick Tock Organic Rooibos Tea 80 Biodegradable Bags, 180g",B07783N6CV,Tick Tock Organic Rooibos Tea,5.99,21,126,55289,2.82,3,5,241,5,0,Amazon,Drinks,Large Oversize,AMZ,5.1x5.9x3.5,0.66,11-02-2017
3726,"Tea-Direct Rooibos Vanilla Loose Leaf Tea, 250 g",B07CSYNW85,Tea-Direct,11.99,33,396,52214,4.16,1,5,19,3,0,Amazon,Drinks,Large Oversize,AMZ,4.6x6.5x2.0,0.71,05-01-2018
3727,Tea People Organic Luxury Rooibos - 500g Loose tea,B00P2MU78Q,Tea People,16.32,20,326,60701,5,1,4,7,4,0,Amazon,Drinks,Large Oversize,AMZ,8.5x12.5x3.5,1.15,10/28/2014
3728,English Tea Shop Organic Rooibos Chocolate Vanilla - 100g Loose leaf tea in a Tin,B0081ZHQZ8,English Tea Shop,,11,,61311,,1,5,350,1,0,Amazon,Drinks,Small Oversize,AMZ,3.5x4.6x3.5,0.53,4/22/2012
3729,Red Espresso® Rooibos (Redbush) Tea - 250g - Natural - Vegan - Gluten-free - Sugar-free - Kosher,B004FN9P7M,Red Espresso,9.99,28,280,62121,3.15,2,5,195,9,0,Brewoclock,Grocery,Large Oversize,FBA,5.8x7.7x2.7,0.57,12-08-2010
3730,English Tea Shop Organic Fairtrade Rooibos - 100g Loose leaf tea in a Tin,B0081ZHQ1C,English Tea Shop,6.35,28,178,65597,2.85,1,5,355,1,0,,Drinks,Small Oversize,AMZ,3.5x4.9x3.5,0.49,4/22/2012
3731,Freshpack Freshpak Rooibos Tea 80 Tagless Bags (4 X Pack),B00FLA31LE,Fresh Pack,24,32,768,64683,6.32,2,5,53,2,0,SOUTH AFRICAN FOODS,Drinks,Large Oversize,MFN,6.1x12.4x5.6,2.4,06-04-2015
3732,"Tea-Direct Rooibos Loose Leaf Tea, 250 g",B07CSYNY1W,Tea-Direct,9.99,26,260,63989,3.53,1,5,19,2,0,Amazon,Drinks,Large Oversize,AMZ,7.2x9.2x1.2,0.66,05-01-2018
3733,Cheshire Tea Company® Premium Vanilla Rooibos - 20 Whole Leaf Pyramid Teabags,B08F4JLN2Y,Cheshire Tea Company,7.5,20,150,65151,2.8,1,4,9,5,0,Cheshire Tea,Drinks,Standard Parcel,FBA,4.1x7.7x2.4,0.22,08-02-2020
